SiteID,SiteName,SampleDate,Year,Quadrat_Num,Elevation_Position,SpeciesName,Count,Quadrat_Size_sq_m,Density_individual2SqM
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,6,Upper (1.5 m MLLW),Lottia spp.,17,2,17
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,6,Upper (1.5 m MLLW),Nucella spp.,9,2,9
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Mid (0.5 m MLLW),Lottia spp.,5,2,5
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Upper (1.5 m MLLW),Lottia spp.,24,2,24
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,7,Upper (1.5 m MLLW),Nucella spp.,3,2,3
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Mid (0.5 m MLLW),Lottia spp.,8,2,8
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Mid (0.5 m MLLW),Nucella spp.,13,2,13
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Upper (1.5 m MLLW),Lottia spp.,13,2,13
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,8,Upper (1.5 m MLLW),Nucella spp.,45,2,45
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Mid (0.5 m MLLW),Lottia spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Upper (1.5 m MLLW),Lottia spp.,18,2,18
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,9,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Mid (0.5 m MLLW),Lottia spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Upper (1.5 m MLLW),Lottia spp.,7,2,7
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,10,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Mid (0.5 m MLLW),Lottia spp.,3,2,3
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Upper (1.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,11,Upper (1.5 m MLLW),Nucella spp.,3,2,3
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Mid (0.5 m MLLW),Lottia spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Upper (1.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,12,Upper (1.5 m MLLW),Nucella spp.,4,2,4
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Mid (0.5 m MLLW),Lottia spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Mid (0.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Upper (1.5 m MLLW),Lottia spp.,65,2,65
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,1,Upper (1.5 m MLLW),Nucella spp.,20,2,20
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Mid (0.5 m MLLW),Lottia spp.,9,2,9
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Mid (0.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Upper (1.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,2,Upper (1.5 m MLLW),Nucella spp.,40,2,40
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Mid (0.5 m MLLW),Lottia spp.,8,2,8
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Mid (0.5 m MLLW),Nucella spp.,2,2,2
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Upper (1.5 m MLLW),Lottia spp.,5,2,5
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,3,Upper (1.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Mid (0.5 m MLLW),Lottia spp.,5,2,5
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Upper (1.5 m MLLW),Lottia spp.,15,2,15
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,Upper (1.5 m MLLW),Nucella spp.,47,2,47
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Mid (0.5 m MLLW),Lottia spp.,34,2,34
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Upper (1.5 m MLLW),Lottia spp.,15,2,15
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,5,Upper (1.5 m MLLW),Nucella spp.,17,2,17
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Mid (0.5 m MLLW),Lottia spp.,37,2,37
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Mid (0.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Upper (1.5 m MLLW),Lottia spp.,30,2,30
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,6,Upper (1.5 m MLLW),Nucella spp.,69,2,69
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Mid (0.5 m MLLW),Lottia spp.,24,2,24
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Mid (0.5 m MLLW),Nucella spp.,51,2,51
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Upper (1.5 m MLLW),Lottia spp.,18,2,18
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,7,Upper (1.5 m MLLW),Nucella spp.,46,2,46
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Mid (0.5 m MLLW),Lottia spp.,14,2,14
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Upper (1.5 m MLLW),Lottia spp.,25,2,25
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,8,Upper (1.5 m MLLW),Nucella spp.,27,2,27
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Mid (0.5 m MLLW),Lottia spp.,8,2,8
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Upper (1.5 m MLLW),Lottia spp.,14,2,14
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,9,Upper (1.5 m MLLW),Nucella spp.,9,2,9
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Mid (0.5 m MLLW),Lottia spp.,11,2,11
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Upper (1.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,10,Upper (1.5 m MLLW),Nucella spp.,24,2,24
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Mid (0.5 m MLLW),Lottia spp.,24,2,24
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Upper (1.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,11,Upper (1.5 m MLLW),Nucella spp.,6,2,6
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Mid (0.5 m MLLW),Lottia spp.,19,2,19
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Upper (1.5 m MLLW),Lottia spp.,9,2,9
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,12,Upper (1.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Mid (0.5 m MLLW),Lottia spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Upper (1.5 m MLLW),Lottia spp.,3,2,3
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,1,Upper (1.5 m MLLW),Nucella spp.,9,2,9
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Mid (0.5 m MLLW),Lottia spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Mid (0.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Upper (1.5 m MLLW),Lottia spp.,3,2,3
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,2,Upper (1.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Mid (0.5 m MLLW),Lottia spp.,2,2,2
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Upper (1.5 m MLLW),Lottia spp.,2,2,2
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,3,Upper (1.5 m MLLW),Nucella spp.,70,2,70
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Mid (0.5 m MLLW),Lottia spp.,4,2,4
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Upper (1.5 m MLLW),Lottia spp.,1,2,1
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,5,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,5,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
