Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,Count
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,2,17
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,3,18
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,4,0
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,5,5
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,6,0
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,7,10
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,8,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,9,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/6/2012,2012,10,81
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,1,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,2,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,3,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,4,5
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,5,2
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,8,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,9,8
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/10/2013,2013,10,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,1,48
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,2,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,3,18
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,5,13
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,7,19
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,8,18
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,9,19
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2014,2014,10,53
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,1,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,2,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,3,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,4,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,6,316
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,8,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,9,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2015,2015,10,76
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,1,73
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,2,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,3,15
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,4,17
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,5,159
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,6,2
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,8,52
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,9,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/15/2016,2016,10,120
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,1,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,2,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,3,41
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,4,36
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,8,55
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,9,72
AKP,10,KATM,AKP_B10_MI_01,Kukak,6/25/2017,2017,10,19
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,1,57
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,2,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,3,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,4,40
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,5,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,6,18
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,8,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,9,61
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/11/2018,2018,10,67
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,1,65
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,2,47
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,3,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,4,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,5,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,6,36
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,7,46
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,8,36
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,9,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/2/2019,2019,10,43
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,1,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,2,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,3,3
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,4,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,5,131
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,6,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,8,58
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,9,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/13/2021,2021,10,37
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,1,10
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,2,3
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,3,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,4,10
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,5,0
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,6,17
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,7,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,8,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,9,13
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,10,23
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,1,71
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,2,26
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,3,24
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,4,49
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,5,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,6,32
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,7,46
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,8,18
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,9,60
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,10,38
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,1,25
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,2,60
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,3,52
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,4,56
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,5,17
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,6,25
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,7,32
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,8,17
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,9,20
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,10,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,1,24
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,2,17
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,3,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,4,18
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,5,7
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,6,.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,7,.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,8,.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,9,.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,10,50
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,1,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,2,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,3,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,4,1
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,5,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,6,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,7,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,8,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,9,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,10,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,1,56
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,2,9
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,3,25
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,4,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,5,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,6,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,7,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,8,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,9,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,10,3
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,1,37
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,2,19
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,3,26
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,4,32
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,5,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,6,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,7,2
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,8,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,9,60
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,10,626
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,1,39
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,2,18
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,3,20
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,4,45
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,5,.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,6,14
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,7,10
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,8,27
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,9,35
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,10,48
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,1,13
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,2,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,3,65
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,4,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,5,23
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,6,8
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,7,14
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,8,5
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,9,11
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,10,29
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,1,20
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,2,19
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,3,32
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,4,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,5,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,6,8
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,7,14
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,8,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,9,12
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,10,2
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,1,35
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,2,83
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,3,32
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,4,53
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,5,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,6,33
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,7,45
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,8,41
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,9,52
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,10,27
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,1,27
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,2,34
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,3,29
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,4,25
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,5,41
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,6,40
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,7,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,8,29
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,9,28
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,10,80
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,1,38
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,2,18
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,3,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,4,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,5,12
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,6,50
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,7,22
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,8,44
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,9,10
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,10,26
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,1,16
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,2,19
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,3,19
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,4,23
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,5,24
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,6,4
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,7,6
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,8,0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,9,21
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/19/2022,2022,10,106
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,1,28
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,2,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,3,30
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,4,20
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,5,0
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,6,37
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,7,35
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,8,19
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,9,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/2/2008,2008,10,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,1,0
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,2,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,3,53
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,4,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,5,52
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,6,35
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,7,53
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,8,66
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,9,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/9/2009,2009,10,44
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,1,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,2,25
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,3,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,4,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,5,26
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,6,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,7,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,8,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,9,52
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/12/2010,2010,10,24
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,1,27
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,2,38
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,3,28
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,4,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,5,6
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,6,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,7,4
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,8,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,9,12
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,10,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,1,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,2,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,3,4
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,4,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,5,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,6,17
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,7,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,8,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,9,17
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,10,14
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,1,34
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,2,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,3,54
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,4,49
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,5,56
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,6,46
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,7,64
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,8,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,9,35
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,10,22
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,1,40
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,2,43
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,3,40
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,4,20
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,5,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,6,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,7,39
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,8,151
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,9,22
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,10,24
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,1,27
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,2,76
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,3,32
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,4,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,5,23
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,6,18
