Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,Size
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,3,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,4,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,41
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,5,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,40
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,44
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,45
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,6,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,37
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,37
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,40
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,40
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,35
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,33
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,36
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,24
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,7,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,45
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,38
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,40
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,39
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,21
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,26
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,20
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,22
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,23
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,8,25
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,27
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,30
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,31
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,29
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,34
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,28
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/4/2008,2008,9,28
