Year,Date,Region,Site,latitude,longitude,Stratum,Replicate,Quadrat(m2),Field ID,AphiaID_accepted,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Species,Synonymized name,#counts
2012,5/5/2012,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,6,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,3
2012,5/5/2012,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,7,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,2
2012,5/5/2012,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,9,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,3
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,1,1,Leptasterias hexactis,369182,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,2
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,1,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,5
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,4,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,7,1,Leptasterias hexactis,369183,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,2
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,7,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,3
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,8,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,1
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,9,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,3
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,10,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,3
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/6/2012,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,10,1,Lottia sp.,160336,Lottia,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Lottia,n/a,Tectura,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,1,1,Calliostoma ligatum,580412,Calliostoma ligatum,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,ligatum,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,1,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,3
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,2,1,Fusitriton oregonensis,476496,Fusitriton oregonensis,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,oregonensis,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,3,1,Henricia leviuscula,369117,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,leviuscula,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,3,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,4,1,Fusitriton oregonensis,476496,Fusitriton oregonensis,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,oregonensis,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,4,1,Leptasterias hexactis,369180,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,5,1,Calliostoma ligatum,580412,Calliostoma ligatum,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,ligatum,n/a,5
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,5,1,Leptasterias hexactis,369177,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,6,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,7,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,7,1,red anemone,1360,Actiniaria,Animalia,Cnidaria,Anthozoa ,Actiniaria ,n/a,n/a,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,7,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,8,1,Mopalia sp.,385567,Mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,8,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,8,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,3
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,8,1,Tonicella sp.,138090,Tonicella,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,9,1,Leptasterias hexactis,369178,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Acmaea mitra,456582,Acmaea mitra,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Acmaeidae,Acmaea,mitra,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,13
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Leptasterias hexactis,369181,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Mopalia sp.,385567,Mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,-1 m,10,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,High,10,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,Low,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,Low,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,Low,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,Low,5,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/4/2012,Kachemak Bay,Outside Beach,59.46458,-151.7094,Low,6,1,Cucumaria miniata,225807,Cucumaria miniata,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,miniata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,1,1,Orthasterias koehleri,255048,Orthasterias koehleri,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,koehleri,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,2,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,3,1,Tonicella sp.,138090,Tonicella,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,n/a,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,1,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,2,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,2,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,4,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,3
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,5,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,5,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,6,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,9,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2012,5/7/2012,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,6,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2013,5/13/2013,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,5,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,1
2013,5/13/2013,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,1,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,6
2013,5/13/2013,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,4,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,11
2013,5/13/2013,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,7,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,3
2013,5/12/2013,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,6,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2013,5/12/2013,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,9,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,3,1,Mopalia sp.,385567,Mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,n/a,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,3,1,Tonicella sp.,138090,Tonicella,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,n/a,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,3,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,4,1,Acmaea mitra,456582,Acmaea mitra,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Acmaeidae,Acmaea,mitra,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,4,1,Epiactis prolifera,283435,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,prolifera,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,4,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,7,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2013,5/9/2013,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
