SiteID,SiteName,SampleDate,Year,Transect_Width_m,Transect_Length_m,Species,Count,Density_individual200SqM,Density_Healthy,Density_Diseased
AKP_B10_RI_01,Kukak Bay,2009-07-05,2009,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2009-07-05,2009,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2009-07-05,2009,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Evasterias troschelii,3,3,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Pycnopodia helianthoides,4,4,.,.
AKP_B10_RI_01,Kukak Bay,2010-07-14,2010,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Evasterias troschelii,11,11,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_01,Kukak Bay,2012-07-06,2012,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Dermasterias imbricata,2,2,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Evasterias troschelii,1,1,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_01,Kukak Bay,2013-07-10,2013,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Dermasterias imbricata,2,2,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Dermasterias imbricata,2,2,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Evasterias troschelii,5,5,5,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2021-07-13,2021,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Dermasterias imbricata,1,1,1,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Evasterias troschelii,2,2,2,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2022-07-14,2022,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Evasterias troschelii,2,2,2,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2023-07-03,2023,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Evasterias troschelii,77,38.5,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Pisaster ochraceus,3,1.5,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Pycnopodia helianthoides,3,1.5,.,.
AKP_B10_RI_02,Kaflia Bay,2006-06-24,2006,4,100,Solaster spp.,1,0.5,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Evasterias troschelii,14,7,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Pisaster ochraceus,6,3,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Pycnopodia helianthoides,2,1,.,.
AKP_B10_RI_02,Kaflia Bay,2008-07-06,2008,4,100,Solaster spp.,2,1,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Pisaster ochraceus,3,3,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2009-07-10,2009,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Pisaster ochraceus,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2010-07-15,2010,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Evasterias troschelii,7,7,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Pycnopodia helianthoides,2,2,.,.
AKP_B10_RI_02,Kaflia Bay,2012-07-05,2012,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Evasterias troschelii,9,9,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Henricia leviuscula,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2013-07-09,2013,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Evasterias troschelii,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Henricia leviuscula,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Pycnopodia helianthoides,3,3,.,.
AKP_B10_RI_02,Kaflia Bay,2014-07-15,2014,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Evasterias troschelii,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Pisaster ochraceus,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Pycnopodia helianthoides,2,2,.,.
AKP_B10_RI_02,Kaflia Bay,2015-07-05,2015,4,50,Solaster spp.,2,2,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Henricia leviuscula,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Pycnopodia helianthoides,17,17,.,.
AKP_B10_RI_02,Kaflia Bay,2016-07-06,2016,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2017-06-26,2017,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2018-07-12,2018,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2019-07-03,2019,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Evasterias troschelii,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2021-07-12,2021,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Evasterias troschelii,4,4,4,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Henricia leviuscula,2,2,2,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Dermasterias imbricata,6,3,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Evasterias troschelii,26,13,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Pycnopodia helianthoides,14,7,.,.
AKP_B10_RI_03,Kinak Bay,2006-06-25,2006,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Dermasterias imbricata,10,5,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Evasterias troschelii,63,31.5,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Pycnopodia helianthoides,10,5,.,.
AKP_B10_RI_03,Kinak Bay,2008-07-02,2008,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Evasterias troschelii,5,5,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Pycnopodia helianthoides,14,14,.,.
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Dermasterias imbricata,4,4,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Evasterias troschelii,7,7,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Pycnopodia helianthoides,15,15,.,.
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Evasterias troschelii,28,28,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Pycnopodia helianthoides,24,24,.,.
