SiteID,SiteName,SampleDate,Year,Species,Size_mm,Diseased_State,Comments
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,34,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,29,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,39,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,36,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,29,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,98,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,57,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,106,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,194,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,126,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,134,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,81,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,64,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,82,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,120,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,84,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,26,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,41,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,31,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,94,H,
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,Pycnopodia helianthoides,112,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,103,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,171,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,108,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,118,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,103,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,93,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,80,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,135,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,80,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,107,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,110,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,120,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,115,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,79,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,86,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,90,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,80,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,133,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,95,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,121,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,77,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,60,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,55,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,124,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Evasterias troschelii,55,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pisaster ochraceus,114,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pisaster ochraceus,115,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,235,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,119,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,123,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,95,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,38,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,130,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,123,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,95,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,80,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,53,H,
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,Pycnopodia helianthoides,35,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,70,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,50,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,130,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,135,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,140,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,150,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,143,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,124,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,79,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,175,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,150,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,115,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,120,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,110,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,127,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,118,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,130,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,180,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,110,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,92,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,130,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,120,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Evasterias troschelii,85,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,65,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,60,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,50,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,145,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,150,D,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,45,H,
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,Pycnopodia helianthoides,30,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Evasterias troschelii,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,15,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,75,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,80,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,82,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,210,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,75,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,95,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,115,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,80,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,130,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,180,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,55,H,
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Evasterias troschelii,140,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Evasterias troschelii,70,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Evasterias troschelii,120,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,130,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,140,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,120,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,80,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,80,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,120,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,90,H,
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,Pisaster ochraceus,70,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,55,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,43,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,80,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,100,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,120,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,30,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Evasterias troschelii,55,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,107,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,126,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,115,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,130,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,155,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,94,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,123,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,131,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,164,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,83,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,93,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,125,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,140,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,120,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,105,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,150,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,106,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,100,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,114,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,110,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,105,H,
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,Pisaster ochraceus,129,H,
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Orthasterias koehleri,10,H,"estimated size, in crack"
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Pisaster ochraceus,113,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Evasterias troschelii,60,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Evasterias troschelii,85,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Pisaster ochraceus,143,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Pisaster ochraceus,150,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Pisaster ochraceus,168,H,
AKP_B10_RI_05,Takli Island,2022-07-15,2022,Pisaster ochraceus,115,H,
AKP_B10_RI_05,Takli Island,2023-07-05,2023,Pisaster ochraceus,160,H,
AKP_B10_RI_05,Takli Island,2023-07-05,2023,Pisaster ochraceus,142,H,
AKP_B10_RI_05,Takli Island,2023-07-05,2023,Pisaster ochraceus,145,H,
AKP_B10_RI_05,Takli Island,2023-07-05,2023,Pisaster ochraceus,86,H,
KEP_B05_RI_01,Aialik Bay,2020-06-21,2020,Pycnopodia helianthoides,15,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,48,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,51,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,53,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,82,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,27,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,50,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,66,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,86,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,54,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,56,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,51,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Dermasterias imbricata,61,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Pisaster ochraceus,157,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Pisaster ochraceus,97,H,
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Pisaster ochraceus,146,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,55,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,88,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,45,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,58,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,49,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,43,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,83,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,53,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,48,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,60,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,33,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,45,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,45,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,72,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,72,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,42,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,69,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,54,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,90,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,42,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,68,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,113,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Dermasterias imbricata,38,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,50,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,70,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,48,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,70,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,82,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,88,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,60,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,83,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,122,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,55,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,83,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,72,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,88,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,80,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,60,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,90,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,60,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,140,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,125,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,57,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,64,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,176,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,157,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,120,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,90,H,
