SiteID,SiteName,SampleDate,Year,Elevation_Position,Quadrat_Num,Bed_Rock,Boulder,Cobble,Gravel,Sand_Mud,Other
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Mid (0.5 m MLLW),10,5,0,95,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Mid (0.5 m MLLW),11,50,40,10,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Mid (0.5 m MLLW),12,0,60,40,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),2,10,50,40,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),3,0,80,20,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2019-07-02,2019,Upper (1.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),1,20,50,25,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),2,80,15,5,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),3,65,30,0,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),4,85,10,0,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),5,30,65,0,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),6,70,15,10,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),7,50,45,0,0,5,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Mid (0.5 m MLLW),12,90,10,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),1,50,30,10,0,10,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2018-07-11,2018,Upper (1.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),1,50,50,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),7,80,20,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),9,30,70,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),10,70,30,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),11,0,80,20,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Mid (0.5 m MLLW),12,10,70,20,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),1,75,25,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),2,15,85,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),7,80,20,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),9,85,15,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),10,90,10,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2017-06-25,2017,Upper (1.5 m MLLW),12,60,40,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),6,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),10,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Mid (0.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),3,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2016-07-05,2016,Upper (1.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),1,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),6,60,40,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Mid (0.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),1,80,20,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),11,0,90,10,0,0,0
AKP_B10_RI_01,Kukak Bay,2015-07-04,2015,Upper (1.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),3,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),4,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),5,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),6,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),7,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),10,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Mid (0.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),3,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),4,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),5,60,40,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),6,60,40,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),7,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),8,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),10,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_01,Kukak Bay,2014-07-14,2014,Upper (1.5 m MLLW),12,0,80,20,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),1,25,60,5,10,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),2,0,40,20,40,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),3,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),4,80,0,10,10,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),5,75,5,20,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),9,0,85,15,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),11,10,60,30,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Mid (0.5 m MLLW),12,95,5,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),1,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),3,30,0,70,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),6,70,20,10,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),8,95,5,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),9,0,100,0,0,0,0
AKP_B10_RI_02,Kaflia Bay,2023-07-08,2023,Upper (1.5 m MLLW),10,40,60,0,0,0,0
