block,site,date,time,sensor,HOBO_ID,tide_height,position,Tidelevl,exposure,temperature
KATM,Kinak,06/26/2006,2:30,Kinak_0.5a,914261,0.5,a,4.13,water,8.8045
KATM,Kinak,06/26/2006,3:00,Kinak_0.5a,914261,0.5,a,4.2,water,8.792
KATM,Kinak,06/26/2006,3:30,Kinak_0.5a,914261,0.5,a,4.16,water,8.8045
KATM,Kinak,06/26/2006,4:00,Kinak_0.5a,914261,0.5,a,4,water,8.817
KATM,Kinak,06/26/2006,4:30,Kinak_0.5a,914261,0.5,a,3.73,water,8.817
KATM,Kinak,06/26/2006,5:00,Kinak_0.5a,914261,0.5,a,3.34,water,8.817
KATM,Kinak,06/26/2006,5:30,Kinak_0.5a,914261,0.5,a,2.88,water,8.8045
KATM,Kinak,06/26/2006,6:00,Kinak_0.5a,914261,0.5,a,2.36,water,8.792
KATM,Kinak,06/26/2006,6:30,Kinak_0.5a,914261,0.5,a,1.78,water,8.5185
KATM,Kinak,06/26/2006,7:00,Kinak_0.5a,914261,0.5,a,1.18,air/transition,8.245
KATM,Kinak,06/26/2006,7:30,Kinak_0.5a,914261,0.5,a,0.6,air/transition,7.668
KATM,Kinak,06/26/2006,8:00,Kinak_0.5a,914261,0.5,a,0.05,air/transition,7.091
KATM,Kinak,06/26/2006,8:30,Kinak_0.5a,914261,0.5,a,-0.38,air,7.3175
KATM,Kinak,06/26/2006,9:00,Kinak_0.5a,914261,0.5,a,-0.71,air,7.544
KATM,Kinak,06/26/2006,9:30,Kinak_0.5a,914261,0.5,a,-0.9,air,8.1805
KATM,Kinak,06/26/2006,10:00,Kinak_0.5a,914261,0.5,a,-0.94,air,8.817
KATM,Kinak,06/26/2006,10:30,Kinak_0.5a,914261,0.5,a,-0.83,air,9.397
KATM,Kinak,06/26/2006,11:00,Kinak_0.5a,914261,0.5,a,-0.58,air,9.977
KATM,Kinak,06/26/2006,11:30,Kinak_0.5a,914261,0.5,a,-0.21,air,10.5885
KATM,Kinak,06/26/2006,12:00,Kinak_0.5a,914261,0.5,a,0.24,air/transition,11.2
KATM,Kinak,06/26/2006,12:30,Kinak_0.5a,914261,0.5,a,0.78,air/transition,10.3545
KATM,Kinak,06/26/2006,13:00,Kinak_0.5a,914261,0.5,a,1.36,transition,9.509
KATM,Kinak,06/26/2006,13:30,Kinak_0.5a,914261,0.5,a,1.94,water,9.4225
KATM,Kinak,06/26/2006,14:00,Kinak_0.5a,914261,0.5,a,2.5,water,9.336
KATM,Kinak,06/26/2006,14:30,Kinak_0.5a,914261,0.5,a,2.99,water,9.398
KATM,Kinak,06/26/2006,15:00,Kinak_0.5a,914261,0.5,a,3.38,water,9.46
KATM,Kinak,06/26/2006,15:30,Kinak_0.5a,914261,0.5,a,3.66,water,9.5585
KATM,Kinak,06/26/2006,16:00,Kinak_0.5a,914261,0.5,a,3.8,water,9.657
KATM,Kinak,06/26/2006,16:30,Kinak_0.5a,914261,0.5,a,3.82,water,9.6445
KATM,Kinak,06/26/2006,17:00,Kinak_0.5a,914261,0.5,a,3.74,water,9.632
KATM,Kinak,06/26/2006,17:30,Kinak_0.5a,914261,0.5,a,3.56,water,9.7555
KATM,Kinak,06/26/2006,18:00,Kinak_0.5a,914261,0.5,a,3.31,water,9.879
KATM,Kinak,06/26/2006,18:30,Kinak_0.5a,914261,0.5,a,2.99,water,9.9525
KATM,Kinak,06/26/2006,19:00,Kinak_0.5a,914261,0.5,a,2.62,water,10.026
KATM,Kinak,06/26/2006,19:30,Kinak_0.5a,914261,0.5,a,2.24,water,9.989
KATM,Kinak,06/26/2006,20:00,Kinak_0.5a,914261,0.5,a,1.87,water,9.952
KATM,Kinak,06/26/2006,20:30,Kinak_0.5a,914261,0.5,a,1.53,water,9.989
KATM,Kinak,06/26/2006,21:00,Kinak_0.5a,914261,0.5,a,1.28,transition,10.026
KATM,Kinak,06/26/2006,21:30,Kinak_0.5a,914261,0.5,a,1.13,transition,9.9275
KATM,Kinak,06/26/2006,22:00,Kinak_0.5a,914261,0.5,a,1.08,transition,9.829
KATM,Kinak,06/26/2006,22:30,Kinak_0.5a,914261,0.5,a,1.14,transition,9.8905
KATM,Kinak,06/26/2006,23:00,Kinak_0.5a,914261,0.5,a,1.32,transition,9.952
KATM,Kinak,06/26/2006,23:30,Kinak_0.5a,914261,0.5,a,1.59,water,9.829
KATM,Kinak,06/27/2006,0:00,Kinak_0.5a,914261,0.5,a,1.91,water,9.706
KATM,Kinak,06/27/2006,0:30,Kinak_0.5a,914261,0.5,a,2.3,water,9.583
KATM,Kinak,06/27/2006,1:00,Kinak_0.5a,914261,0.5,a,2.7,water,9.46
KATM,Kinak,06/27/2006,1:30,Kinak_0.5a,914261,0.5,a,3.11,water,9.423
KATM,Kinak,06/27/2006,2:00,Kinak_0.5a,914261,0.5,a,3.47,water,9.386
KATM,Kinak,06/27/2006,2:30,Kinak_0.5a,914261,0.5,a,3.78,water,9.361
KATM,Kinak,06/27/2006,3:00,Kinak_0.5a,914261,0.5,a,4.01,water,9.336
KATM,Kinak,06/27/2006,3:30,Kinak_0.5a,914261,0.5,a,4.12,water,9.324
KATM,Kinak,06/27/2006,4:00,Kinak_0.5a,914261,0.5,a,4.13,water,9.312
KATM,Kinak,06/27/2006,4:30,Kinak_0.5a,914261,0.5,a,4.01,water,9.324
KATM,Kinak,06/27/2006,5:00,Kinak_0.5a,914261,0.5,a,3.78,water,9.336
KATM,Kinak,06/27/2006,5:30,Kinak_0.5a,914261,0.5,a,3.45,water,9.361
KATM,Kinak,06/27/2006,6:00,Kinak_0.5a,914261,0.5,a,3.04,water,9.386
KATM,Kinak,06/27/2006,6:30,Kinak_0.5a,914261,0.5,a,2.54,water,9.5215
KATM,Kinak,06/27/2006,7:00,Kinak_0.5a,914261,0.5,a,2,water,9.657
KATM,Kinak,06/27/2006,7:30,Kinak_0.5a,914261,0.5,a,1.43,transition,9.6325
KATM,Kinak,06/27/2006,8:00,Kinak_0.5a,914261,0.5,a,0.84,transition,9.608
KATM,Kinak,06/27/2006,8:30,Kinak_0.5a,914261,0.5,a,0.31,air/transition,8.9015
KATM,Kinak,06/27/2006,9:00,Kinak_0.5a,914261,0.5,a,-0.16,air,8.195
KATM,Kinak,06/27/2006,9:30,Kinak_0.5a,914261,0.5,a,-0.51,air,8.5305
KATM,Kinak,06/27/2006,10:00,Kinak_0.5a,914261,0.5,a,-0.73,air,8.866
KATM,Kinak,06/27/2006,10:30,Kinak_0.5a,914261,0.5,a,-0.82,air,9.593
KATM,Kinak,06/27/2006,11:00,Kinak_0.5a,914261,0.5,a,-0.76,air,10.32
KATM,Kinak,06/27/2006,11:30,Kinak_0.5a,914261,0.5,a,-0.56,air,11.221
KATM,Kinak,06/27/2006,12:00,Kinak_0.5a,914261,0.5,a,-0.23,air,12.122
KATM,Kinak,06/27/2006,12:30,Kinak_0.5a,914261,0.5,a,0.19,air/transition,11.1845
KATM,Kinak,06/27/2006,13:00,Kinak_0.5a,914261,0.5,a,0.69,transition,10.247
KATM,Kinak,06/27/2006,13:30,Kinak_0.5a,914261,0.5,a,1.24,transition,10.2225
KATM,Kinak,06/27/2006,14:00,Kinak_0.5a,914261,0.5,a,1.78,water,10.198
KATM,Kinak,06/27/2006,14:30,Kinak_0.5a,914261,0.5,a,2.34,water,10.0505
KATM,Kinak,06/27/2006,15:00,Kinak_0.5a,914261,0.5,a,2.84,water,9.903
KATM,Kinak,06/27/2006,15:30,Kinak_0.5a,914261,0.5,a,3.26,water,9.977
KATM,Kinak,06/27/2006,16:00,Kinak_0.5a,914261,0.5,a,3.57,water,10.051
KATM,Kinak,06/27/2006,16:30,Kinak_0.5a,914261,0.5,a,3.75,water,10.051
KATM,Kinak,06/27/2006,17:00,Kinak_0.5a,914261,0.5,a,3.81,water,10.051
KATM,Kinak,06/27/2006,17:30,Kinak_0.5a,914261,0.5,a,3.75,water,10.149
KATM,Kinak,06/27/2006,18:00,Kinak_0.5a,914261,0.5,a,3.6,water,10.247
KATM,Kinak,06/27/2006,18:30,Kinak_0.5a,914261,0.5,a,3.38,water,10.2345
KATM,Kinak,06/27/2006,19:00,Kinak_0.5a,914261,0.5,a,3.08,water,10.222
KATM,Kinak,06/27/2006,19:30,Kinak_0.5a,914261,0.5,a,2.74,water,10.3935
KATM,Kinak,06/27/2006,20:00,Kinak_0.5a,914261,0.5,a,2.37,water,10.565
KATM,Kinak,06/27/2006,20:30,Kinak_0.5a,914261,0.5,a,2,water,10.4915
KATM,Kinak,06/27/2006,21:00,Kinak_0.5a,914261,0.5,a,1.67,water,10.418
KATM,Kinak,06/27/2006,21:30,Kinak_0.5a,914261,0.5,a,1.39,transition,10.357
KATM,Kinak,06/27/2006,22:00,Kinak_0.5a,914261,0.5,a,1.2,transition,10.296
KATM,Kinak,06/27/2006,22:30,Kinak_0.5a,914261,0.5,a,1.11,transition,10.075
KATM,Kinak,06/27/2006,23:00,Kinak_0.5a,914261,0.5,a,1.13,transition,9.854
KATM,Kinak,06/27/2006,23:30,Kinak_0.5a,914261,0.5,a,1.26,transition,9.8295
KATM,Kinak,06/28/2006,0:00,Kinak_0.5a,914261,0.5,a,1.49,transition,9.805
KATM,Kinak,06/28/2006,0:30,Kinak_0.5a,914261,0.5,a,1.78,water,9.7925
KATM,Kinak,06/28/2006,1:00,Kinak_0.5a,914261,0.5,a,2.13,water,9.78
KATM,Kinak,06/28/2006,1:30,Kinak_0.5a,914261,0.5,a,2.51,water,9.7555
KATM,Kinak,06/28/2006,2:00,Kinak_0.5a,914261,0.5,a,2.9,water,9.731
KATM,Kinak,06/28/2006,2:30,Kinak_0.5a,914261,0.5,a,3.27,water,9.6695
KATM,Kinak,06/28/2006,3:00,Kinak_0.5a,914261,0.5,a,3.58,water,9.608
KATM,Kinak,06/28/2006,3:30,Kinak_0.5a,914261,0.5,a,3.83,water,9.534
KATM,Kinak,06/28/2006,4:00,Kinak_0.5a,914261,0.5,a,3.98,water,9.46
KATM,Kinak,06/28/2006,4:30,Kinak_0.5a,914261,0.5,a,4.02,water,9.583
KATM,Kinak,06/28/2006,5:00,Kinak_0.5a,914261,0.5,a,3.95,water,9.706
KATM,Kinak,06/28/2006,5:30,Kinak_0.5a,914261,0.5,a,3.77,water,9.731
KATM,Kinak,06/28/2006,6:00,Kinak_0.5a,914261,0.5,a,3.49,water,9.756
KATM,Kinak,06/28/2006,6:30,Kinak_0.5a,914261,0.5,a,3.12,water,9.7925
KATM,Kinak,06/28/2006,7:00,Kinak_0.5a,914261,0.5,a,2.67,water,9.829
KATM,Kinak,06/28/2006,7:30,Kinak_0.5a,914261,0.5,a,2.16,water,9.829
KATM,Kinak,06/28/2006,8:00,Kinak_0.5a,914261,0.5,a,1.63,water,9.829
KATM,Kinak,06/28/2006,8:30,Kinak_0.5a,914261,0.5,a,1.09,transition,9.496
KATM,Kinak,06/28/2006,9:00,Kinak_0.5a,914261,0.5,a,0.58,air/transition,9.163
KATM,Kinak,06/28/2006,9:30,Kinak_0.5a,914261,0.5,a,0.12,transition,10.9205
KATM,Kinak,06/28/2006,10:00,Kinak_0.5a,914261,0.5,a,-0.24,air,12.678
KATM,Kinak,06/28/2006,10:30,Kinak_0.5a,914261,0.5,a,-0.48,air,12.109
KATM,Kinak,06/28/2006,11:00,Kinak_0.5a,914261,0.5,a,-0.6,air,11.54
KATM,Kinak,06/28/2006,11:30,Kinak_0.5a,914261,0.5,a,-0.58,air,11.8435
KATM,Kinak,06/28/2006,12:00,Kinak_0.5a,914261,0.5,a,-0.42,air,12.147
KATM,Kinak,06/28/2006,12:30,Kinak_0.5a,914261,0.5,a,-0.15,air,17.6055
KATM,Kinak,06/28/2006,13:00,Kinak_0.5a,914261,0.5,a,0.23,air/transition,23.064
KATM,Kinak,06/28/2006,13:30,Kinak_0.5a,914261,0.5,a,0.67,air/transition,17.156
KATM,Kinak,06/28/2006,14:00,Kinak_0.5a,914261,0.5,a,1.17,air/transition,11.248
KATM,Kinak,06/28/2006,14:30,Kinak_0.5a,914261,0.5,a,1.7,water,10.943
KATM,Kinak,06/28/2006,15:00,Kinak_0.5a,914261,0.5,a,2.22,water,10.638
KATM,Kinak,06/28/2006,15:30,Kinak_0.5a,914261,0.5,a,2.71,water,10.614
KATM,Kinak,06/28/2006,16:00,Kinak_0.5a,914261,0.5,a,3.13,water,10.59
KATM,Kinak,06/28/2006,16:30,Kinak_0.5a,914261,0.5,a,3.45,water,10.406
KATM,Kinak,06/28/2006,17:00,Kinak_0.5a,914261,0.5,a,3.66,water,10.222
KATM,Kinak,06/28/2006,17:30,Kinak_0.5a,914261,0.5,a,3.74,water,10.308
KATM,Kinak,06/28/2006,18:00,Kinak_0.5a,914261,0.5,a,3.71,water,10.394
KATM,Kinak,06/28/2006,18:30,Kinak_0.5a,914261,0.5,a,3.6,water,10.5405
KATM,Kinak,06/28/2006,19:00,Kinak_0.5a,914261,0.5,a,3.4,water,10.687
KATM,Kinak,06/28/2006,19:30,Kinak_0.5a,914261,0.5,a,3.14,water,10.6995
KATM,Kinak,06/28/2006,20:00,Kinak_0.5a,914261,0.5,a,2.83,water,10.712
KATM,Kinak,06/28/2006,20:30,Kinak_0.5a,914261,0.5,a,2.49,water,10.822
KATM,Kinak,06/28/2006,21:00,Kinak_0.5a,914261,0.5,a,2.15,water,10.932
KATM,Kinak,06/28/2006,21:30,Kinak_0.5a,914261,0.5,a,1.82,water,10.9195
KATM,Kinak,06/28/2006,22:00,Kinak_0.5a,914261,0.5,a,1.53,water,10.907
KATM,Kinak,06/28/2006,22:30,Kinak_0.5a,914261,0.5,a,1.32,transition,10.8095
KATM,Kinak,06/28/2006,23:00,Kinak_0.5a,914261,0.5,a,1.2,transition,10.712
KATM,Kinak,06/28/2006,23:30,Kinak_0.5a,914261,0.5,a,1.18,transition,10.5895
KATM,Kinak,06/29/2006,0:00,Kinak_0.5a,914261,0.5,a,1.26,transition,10.467
KATM,Kinak,06/29/2006,0:30,Kinak_0.5a,914261,0.5,a,1.44,transition,10.357
KATM,Kinak,06/29/2006,1:00,Kinak_0.5a,914261,0.5,a,1.69,water,10.247
KATM,Kinak,06/29/2006,1:30,Kinak_0.5a,914261,0.5,a,1.99,water,10.161
KATM,Kinak,06/29/2006,2:00,Kinak_0.5a,914261,0.5,a,2.35,water,10.075
KATM,Kinak,06/29/2006,2:30,Kinak_0.5a,914261,0.5,a,2.7,water,10.0995
KATM,Kinak,06/29/2006,3:00,Kinak_0.5a,914261,0.5,a,3.04,water,10.124
KATM,Kinak,06/29/2006,3:30,Kinak_0.5a,914261,0.5,a,3.35,water,10.1365
KATM,Kinak,06/29/2006,4:00,Kinak_0.5a,914261,0.5,a,3.6,water,10.149
KATM,Kinak,06/29/2006,4:30,Kinak_0.5a,914261,0.5,a,3.77,water,10.0015
KATM,Kinak,06/29/2006,5:00,Kinak_0.5a,914261,0.5,a,3.84,water,9.854
KATM,Kinak,06/29/2006,5:30,Kinak_0.5a,914261,0.5,a,3.81,water,9.989
KATM,Kinak,06/29/2006,6:00,Kinak_0.5a,914261,0.5,a,3.68,water,10.124
KATM,Kinak,06/29/2006,6:30,Kinak_0.5a,914261,0.5,a,3.45,water,10.161
KATM,Kinak,06/29/2006,7:00,Kinak_0.5a,914261,0.5,a,3.12,water,10.198
KATM,Kinak,06/29/2006,7:30,Kinak_0.5a,914261,0.5,a,2.73,water,10.2225
KATM,Kinak,06/29/2006,8:00,Kinak_0.5a,914261,0.5,a,2.29,water,10.247
KATM,Kinak,06/29/2006,8:30,Kinak_0.5a,914261,0.5,a,1.82,water,10.247
KATM,Kinak,06/29/2006,9:00,Kinak_0.5a,914261,0.5,a,1.33,transition,10.247
KATM,Kinak,06/29/2006,9:30,Kinak_0.5a,914261,0.5,a,0.87,transition,10.4425
KATM,Kinak,06/29/2006,10:00,Kinak_0.5a,914261,0.5,a,0.43,transition,10.638
KATM,Kinak,06/29/2006,10:30,Kinak_0.5a,914261,0.5,a,0.09,air/transition,12.5115
KATM,Kinak,06/29/2006,11:00,Kinak_0.5a,914261,0.5,a,-0.16,air,14.385
KATM,Kinak,06/29/2006,11:30,Kinak_0.5a,914261,0.5,a,-0.3,air,14.768
KATM,Kinak,06/29/2006,12:00,Kinak_0.5a,914261,0.5,a,-0.31,air,15.151
KATM,Kinak,06/29/2006,12:30,Kinak_0.5a,914261,0.5,a,-0.19,air,16.2115
KATM,Kinak,06/29/2006,13:00,Kinak_0.5a,914261,0.5,a,0.04,air/transition,17.272
KATM,Kinak,06/29/2006,13:30,Kinak_0.5a,914261,0.5,a,0.37,air/transition,14.491
KATM,Kinak,06/29/2006,14:00,Kinak_0.5a,914261,0.5,a,0.76,air/transition,11.71
KATM,Kinak,06/29/2006,14:30,Kinak_0.5a,914261,0.5,a,1.2,transition,11.4915
KATM,Kinak,06/29/2006,15:00,Kinak_0.5a,914261,0.5,a,1.68,water,11.273
KATM,Kinak,06/29/2006,15:30,Kinak_0.5a,914261,0.5,a,2.16,water,10.858
KATM,Kinak,06/29/2006,16:00,Kinak_0.5a,914261,0.5,a,2.61,water,10.443
KATM,Kinak,06/29/2006,16:30,Kinak_0.5a,914261,0.5,a,3.01,water,10.4305
KATM,Kinak,06/29/2006,17:00,Kinak_0.5a,914261,0.5,a,3.33,water,10.418
KATM,Kinak,06/29/2006,17:30,Kinak_0.5a,914261,0.5,a,3.54,water,10.3935
KATM,Kinak,06/29/2006,18:00,Kinak_0.5a,914261,0.5,a,3.65,water,10.369
KATM,Kinak,06/29/2006,18:30,Kinak_0.5a,914261,0.5,a,3.64,water,10.418
KATM,Kinak,06/29/2006,19:00,Kinak_0.5a,914261,0.5,a,3.55,water,10.467
KATM,Kinak,06/29/2006,19:30,Kinak_0.5a,914261,0.5,a,3.39,water,10.6385
KATM,Kinak,06/29/2006,20:00,Kinak_0.5a,914261,0.5,a,3.17,water,10.81
KATM,Kinak,06/29/2006,20:30,Kinak_0.5a,914261,0.5,a,2.9,water,10.81
KATM,Kinak,06/29/2006,21:00,Kinak_0.5a,914261,0.5,a,2.59,water,10.81
KATM,Kinak,06/29/2006,21:30,Kinak_0.5a,914261,0.5,a,2.28,water,10.614
KATM,Kinak,06/29/2006,22:00,Kinak_0.5a,914261,0.5,a,1.98,water,10.418
KATM,Kinak,06/29/2006,22:30,Kinak_0.5a,914261,0.5,a,1.7,water,10.4795
KATM,Kinak,06/29/2006,23:00,Kinak_0.5a,914261,0.5,a,1.48,transition,10.541
KATM,Kinak,06/29/2006,23:30,Kinak_0.5a,914261,0.5,a,1.34,transition,10.296
KATM,Kinak,06/30/2006,0:00,Kinak_0.5a,914261,0.5,a,1.29,transition,10.051
KATM,Kinak,06/30/2006,0:30,Kinak_0.5a,914261,0.5,a,1.32,transition,10.2715
KATM,Kinak,06/30/2006,1:00,Kinak_0.5a,914261,0.5,a,1.45,transition,10.492
KATM,Kinak,06/30/2006,1:30,Kinak_0.5a,914261,0.5,a,1.65,water,10.5165
KATM,Kinak,06/30/2006,2:00,Kinak_0.5a,914261,0.5,a,1.9,water,10.541
KATM,Kinak,06/30/2006,2:30,Kinak_0.5a,914261,0.5,a,2.19,water,10.553
KATM,Kinak,06/30/2006,3:00,Kinak_0.5a,914261,0.5,a,2.49,water,10.565
KATM,Kinak,06/30/2006,3:30,Kinak_0.5a,914261,0.5,a,2.8,water,10.6015
KATM,Kinak,06/30/2006,4:00,Kinak_0.5a,914261,0.5,a,3.08,water,10.638
KATM,Kinak,06/30/2006,4:30,Kinak_0.5a,914261,0.5,a,3.32,water,10.638
KATM,Kinak,06/30/2006,5:00,Kinak_0.5a,914261,0.5,a,3.5,water,10.638
KATM,Kinak,06/30/2006,5:30,Kinak_0.5a,914261,0.5,a,3.6,water,10.6505
KATM,Kinak,06/30/2006,6:00,Kinak_0.5a,914261,0.5,a,3.61,water,10.663
KATM,Kinak,06/30/2006,6:30,Kinak_0.5a,914261,0.5,a,3.52,water,10.6265
KATM,Kinak,06/30/2006,7:00,Kinak_0.5a,914261,0.5,a,3.34,water,10.59
KATM,Kinak,06/30/2006,7:30,Kinak_0.5a,914261,0.5,a,3.08,water,10.59
KATM,Kinak,06/30/2006,8:00,Kinak_0.5a,914261,0.5,a,2.76,water,10.59
KATM,Kinak,06/30/2006,8:30,Kinak_0.5a,914261,0.5,a,2.39,water,10.553
KATM,Kinak,06/30/2006,9:00,Kinak_0.5a,914261,0.5,a,1.98,water,10.516
KATM,Kinak,06/30/2006,9:30,Kinak_0.5a,914261,0.5,a,1.57,water,10.3935
KATM,Kinak,06/30/2006,10:00,Kinak_0.5a,914261,0.5,a,1.16,transition,10.271
KATM,Kinak,06/30/2006,10:30,Kinak_0.5a,914261,0.5,a,0.77,air/transition,11.39
KATM,Kinak,06/30/2006,11:00,Kinak_0.5a,914261,0.5,a,0.45,air/transition,12.509
KATM,Kinak,06/30/2006,11:30,Kinak_0.5a,914261,0.5,a,0.21,air/transition,13.83
KATM,Kinak,06/30/2006,12:00,Kinak_0.5a,914261,0.5,a,0.07,air/transition,15.151
KATM,Kinak,06/30/2006,12:30,Kinak_0.5a,914261,0.5,a,0.04,air/transition,15.0555
KATM,Kinak,06/30/2006,13:00,Kinak_0.5a,914261,0.5,a,0.12,air/transition,14.96
KATM,Kinak,06/30/2006,13:30,Kinak_0.5a,914261,0.5,a,0.31,air/transition,13.3715
KATM,Kinak,06/30/2006,14:00,Kinak_0.5a,914261,0.5,a,0.58,air/transition,11.783
KATM,Kinak,06/30/2006,14:30,Kinak_0.5a,914261,0.5,a,0.92,transition,11.2475
KATM,Kinak,06/30/2006,15:00,Kinak_0.5a,914261,0.5,a,1.3,transition,10.712
KATM,Kinak,06/30/2006,15:30,Kinak_0.5a,914261,0.5,a,1.72,water,10.7365
KATM,Kinak,06/30/2006,16:00,Kinak_0.5a,914261,0.5,a,2.14,water,10.761
KATM,Kinak,06/30/2006,16:30,Kinak_0.5a,914261,0.5,a,2.54,water,10.614
KATM,Kinak,06/30/2006,17:00,Kinak_0.5a,914261,0.5,a,2.9,water,10.467
KATM,Kinak,06/30/2006,17:30,Kinak_0.5a,914261,0.5,a,3.2,water,10.32
KATM,Kinak,06/30/2006,18:00,Kinak_0.5a,914261,0.5,a,3.41,water,10.173
KATM,Kinak,06/30/2006,18:30,Kinak_0.5a,914261,0.5,a,3.53,water,10.54
KATM,Kinak,06/30/2006,19:00,Kinak_0.5a,914261,0.5,a,3.55,water,10.907
KATM,Kinak,06/30/2006,19:30,Kinak_0.5a,914261,0.5,a,3.48,water,10.895
KATM,Kinak,06/30/2006,20:00,Kinak_0.5a,914261,0.5,a,3.35,water,10.883
KATM,Kinak,06/30/2006,20:30,Kinak_0.5a,914261,0.5,a,3.16,water,10.9315
KATM,Kinak,06/30/2006,21:00,Kinak_0.5a,914261,0.5,a,2.93,water,10.98
KATM,Kinak,06/30/2006,21:30,Kinak_0.5a,914261,0.5,a,2.66,water,10.9925
KATM,Kinak,06/30/2006,22:00,Kinak_0.5a,914261,0.5,a,2.39,water,11.005
KATM,Kinak,06/30/2006,22:30,Kinak_0.5a,914261,0.5,a,2.11,water,10.956
KATM,Kinak,06/30/2006,23:00,Kinak_0.5a,914261,0.5,a,1.86,water,10.907
KATM,Kinak,06/30/2006,23:30,Kinak_0.5a,914261,0.5,a,1.65,water,10.895
KATM,Kinak,07/01/2006,0:00,Kinak_0.5a,914261,0.5,a,1.5,water,10.883
KATM,Kinak,07/01/2006,0:30,Kinak_0.5a,914261,0.5,a,1.41,transition,10.7485
KATM,Kinak,07/01/2006,1:00,Kinak_0.5a,914261,0.5,a,1.41,transition,10.614
KATM,Kinak,07/01/2006,1:30,Kinak_0.5a,914261,0.5,a,1.48,transition,10.7485
KATM,Kinak,07/01/2006,2:00,Kinak_0.5a,914261,0.5,a,1.63,water,10.883
KATM,Kinak,07/01/2006,2:30,Kinak_0.5a,914261,0.5,a,1.82,water,10.7605
KATM,Kinak,07/01/2006,3:00,Kinak_0.5a,914261,0.5,a,2.05,water,10.638
KATM,Kinak,07/01/2006,3:30,Kinak_0.5a,914261,0.5,a,2.3,water,10.3935
KATM,Kinak,07/01/2006,4:00,Kinak_0.5a,914261,0.5,a,2.56,water,10.149
KATM,Kinak,07/01/2006,4:30,Kinak_0.5a,914261,0.5,a,2.8,water,9.792
KATM,Kinak,07/01/2006,5:00,Kinak_0.5a,914261,0.5,a,3.02,water,9.435
KATM,Kinak,07/01/2006,5:30,Kinak_0.5a,914261,0.5,a,3.19,water,9.3485
KATM,Kinak,07/01/2006,6:00,Kinak_0.5a,914261,0.5,a,3.31,water,9.262
KATM,Kinak,07/01/2006,6:30,Kinak_0.5a,914261,0.5,a,3.35,water,8.8905
KATM,Kinak,07/01/2006,7:00,Kinak_0.5a,914261,0.5,a,3.31,water,8.519
